대출일자,대출기한,대출유형,반납일자,연체일수,소속,신분,변동,학년,등록번호,서명,저자,출판사,청구기호
2024-05-20 10:32:09,2024-05-27,일반,2024-05-21 16:17:59,0,기계공학과,학생,퇴직(졸업),,EM088250,루의 실패:강산 만화 ,강산,"이야기장수,",CM813.7강51ㄹ
2024-05-20 10:32:11,2024-05-27,일반,2024-05-21 16:18:03,0,기계공학과,학생,퇴직(졸업),,EM084591,내 누나:속편 ,마스다 미리,이봄:,CM838마58내Kㅂ
2024-05-20 10:32:12,2024-05-27,일반,2024-05-21 16:18:01,0,기계공학과,학생,퇴직(졸업),,EM087504,"매일, 휴일 .2",신조 케이고,서울미디어코믹스:,CM833.6신75ㅁKㅈ2v.2
2024-05-20 10:32:13,2024-05-27,일반,2024-05-21 16:18:00,0,기계공학과,학생,퇴직(졸업),,EM087505,"매일, 휴일 .1",신조 케이고,서울미디어코믹스:,CM833.6신75ㅁKㅈ1v.1
2024-05-20 11:24:22,2024-06-04,일반,2024-06-16,12,학생상담실,직원,퇴직(졸업),,EM088442,말의 진심:언어의 마음을 알려주는 40가지 심리학 ,최정우,"밀리언서재,", 189최73마
2024-05-20 11:24:23,2024-06-04,일반,2024-06-16,12,학생상담실,직원,퇴직(졸업),,EM088508,마흔에 읽는 쇼펜하우어:마음의 위기를 다스리는 철학 수업 ,강용수,"유노북스,", 165.47강66ㅁc.2
2024-05-20 11:24:37,2024-06-04,일반,2024-06-19 10:02:26,15,학생상담실,직원,퇴직(졸업),,DV002422,메이즈 러너 [DVD]  ,웨스 볼,"20세기폭스[제작],",DV680볼67ㅁ
2024-05-20 12:08:01,2024-05-27,일반,2024-06-03 10:53:09,0,스마트소프트웨어학과,학생,재직(학),,EM088526,자바 알고리즘 인터뷰 with 코틀린:102가지 알고리즘 문제 풀이로 완성하는 코딩 테스트 ,박상길,"책만,", 005.133박51ㅈ
2024-05-20 13:06:30,2024-05-27,일반,2024-05-22 16:18:44,0,전기전자공학과,학생,재직(학),,EM077608,(기초)공학수학  ,이상회,"복두출판사,", 530.1이51ㄱc.2
2024-05-20 13:09:04,2024-05-27,일반,2024-05-21 13:19:14,0,전기전자공학과,학생,휴직(학),,EM088277,(Win-Q) 가스기능사 :필기  ,허판효,SD에듀 :, 575.7077허841ㄱ
2024-05-20 14:31:55,2024-06-04,일반,2024-06-04 15:49:25,0,산학융복합교육센터,직원,퇴직(졸업),,EM081420,열한 계단 :나를 흔들어 키운 불편한 지식들  ,채사장,"Whale books,", 001.3채51ㅇ
2024-05-20 14:31:56,2024-06-04,일반,2024-05-30 17:26:56,0,산학융복합교육센터,직원,퇴직(졸업),,EM088746,메리골드 마음 사진관:윤정은 장편소설 ,윤정은,"북로망스,", 813.7윤73ㅁ
2024-05-20 14:31:56,2024-06-04,일반,2024-06-04 15:49:38,0,산학융복합교육센터,직원,퇴직(졸업),,EM088647,보편의 단어 :당신의 삶을 떠받치고 당신을 살아가게 하는  ,이기주,"말글터,", 814.7이19ㅂ
2024-05-20 14:31:56,2024-06-04,일반,2024-05-30 17:26:57,0,산학융복합교육센터,직원,퇴직(졸업),,EM088744,사라진 것들:앤드루 포터 소설 ,"포터, 앤드루","문학동네,", 843.6포833ㅅKㅁ
2024-05-20 14:31:56,2024-06-04,일반,2024-05-30 17:26:57,0,산학융복합교육센터,직원,퇴직(졸업),,EM088750,흐르는 강물처럼 ,"리드, 셸리","다산책방,", 843리228ㅎ
2024-05-20 17:34:14,2024-05-27,일반,2024-05-27 15:49:59,0,스마트기계공학과,학생,휴직(학),,EM086920,"한 권으로 끝내는 스마트폰 사진강의:구도와 사진촬영, 보정법 ",채수창,"앤써북,", 662채57ㅎ
2024-05-21 10:37:03,2024-06-05,일반,2024-05-24 12:26:24,0,산학협력단,직원,퇴직(졸업),,EM087406,(제13회)젊은작가상 수상작품집 .(2022),서이제,"문학동네,", 813.608문91ㅈ2022v.2022
2024-05-21 10:37:03,2024-06-05,일반,2024-05-24 12:26:24,0,산학협력단,직원,퇴직(졸업),,EM059738, 행복한 이기주의자/ ," 다이어, 웨인."," 21세기북스,",  199.1  다69ㅎKㅇ
2024-05-21 10:37:16,2024-06-05,일반,2024-05-30 17:26:56,0,산학융복합교육센터,직원,퇴직(졸업),,EM085431,"알로하, 나의 엄마들:이금이 장편소설 ",이금이,"창비,", 813.7이18ㅇ
2024-05-21 10:41:05,2024-06-05,일반,2024-05-21 10:41:21,0,도서관,직원,퇴직(졸업),,EM088431,요즘 우아한 개발:기획하고 개발하고 회고하라 ,우아한형제들,"골든래빗,", 005.133우61ㅇ
2024-05-21 10:53:33,2024-05-28,일반,2024-05-27 13:22:52,0,스마트전기전자공학과,학생,재직(학),,EM066626,지구에 하나뿐인 병원  ,"햄린, 캐서린","북스넛,", 844햄239ᄌKㅇ
2024-05-21 11:17:42,2024-05-28,일반,2024-05-28 12:37:01,0,전기전자공학과,학생,재직(학),,EM085637,더 알고 싶은 심리학 ,한국심리학회,"학지사,", 180한17ㄷ
2024-05-21 11:56:13,2024-05-28,일반,2024-05-23,0,스마트소프트웨어학과,학생,재직(학),,EM085387,새로운 인공지능개론  .1 ,문남미,"호서대학교 출판부,", 004.73문211ㅅv.1
2024-05-21 11:56:22,2024-05-28,일반,2024-05-23,0,스마트소프트웨어학과,학생,재직(학),,EM088011,(처음 배우는) 네트워크 보안 :보안 시스템 구축부터 관제까지 네트워크 보안의 모든 것  ,장상근,"한빛미디어,", 004.612장51ㄴ
2024-05-21 12:02:24,2024-05-28,일반,2024-05-28 11:54:03,0,스마트소프트웨어학과,학생,제적,,EM080142,데미안  ,민음사,"민음사,", 808민68ㅅv.44c.2
2024-05-21 12:44:20,2024-05-28,일반,2024-05-28 12:47:14,0,전기전자공학과,학생,휴직(학),,EM084094,라플라스의 마녀:히가시노 게이고 장편소설 ,히가시노 게이고,"현대문학,", 833.6히11ㄹKㅇ
2024-05-21 13:11:02,2024-07-22,일반,2024-05-21 13:11:32,0,스마트기계공학과,교원(전임),재직(학),,EM088863,나는 백석이다 :현대  ,"이동순,","일송북,", 811.31099이225ㄴ
2024-05-21 13:12:05,2024-07-22,일반,2024-05-21 13:12:33,0,스마트기계공학과,교원(전임),재직(학),,EM088863,나는 백석이다 :현대  ,"이동순,","일송북,", 811.31099이225ㄴ
2024-05-21 13:13:16,2024-07-22,일반,2024-10-11 14:07:42,81,스마트기계공학과,교원(전임),재직(학),,EM088863,나는 백석이다 :현대  ,"이동순,","일송북,", 811.31099이225ㄴ
2024-05-21 13:16:53,2024-07-22,일반,2024-06-26,0,전기전자공학과,교원(전임),재직(학),,EM088865,깨진 틈이 있어야 그 사이로 빛이 들어온다 :차라투스트라는 이렇게 말했다  ,김신종,"Page2 ,", 165.77김59ㄲ
2024-05-21 13:30:20,2024-05-28,일반,2024-05-28 13:51:52,0,스마트소프트웨어학과,학생,휴직(학),,EM085652,그동안 나는 너무 많이 참아왔다:쓸데없이 폭발하지 않고 내 마음부터 이해하는 심리 기술 ,강현식,"생각의길,", 181.71강94ㄱc.2
2024-05-21 13:30:20,2024-05-28,일반,2024-05-28 13:51:52,0,스마트소프트웨어학과,학생,휴직(학),,EM084110,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가  ,"클리어, 제임스","비즈니스북스,", 181.845클239ㅇKㅇ
2024-05-21 14:40:00,2024-06-05,일반,2024-05-21 14:40:17,0,도서관,직원,퇴직(졸업),,EM087827,영단어 인문학:외우지 않아도 영어와 교양이 쏙 들어오는 ,고이즈미 마키오,로그인:, 742고69ㅇKㄱ
2024-05-21 14:41:39,2024-06-05,일반,2024-05-21 14:42:10,0,도서관,직원,퇴직(졸업),,DV001620,해리포터와 죽음의 성물[DVD] .1-2 ,"예이츠, 데이빗","20세기 폭스,",DV688.2예69ㅎv.2
2024-05-21 14:58:30,2024-05-28,일반,2024-05-28 15:01:46,0,전기전자공학과,학생,휴직(학),,EM088113,(2023 에듀윌)전기기능사 필기 한권끝장:핵심이론편 + 8개년 기출편 ,유치형,"에듀윌,", 560.77유819ㅈ32
2024-05-21 15:54:02,2024-05-28,일반,2024-05-27 17:27:47,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,EM083135,혼자서 참 애썼어요 ,고코로야 진노스케,"유노북스,", 838고825ㅎKㅈ
2024-05-21 15:54:31,2024-05-28,일반,2024-05-27 17:27:47,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,EM087127,강성태 66일 영어회화 :당신의 영어가 습관이 되기에 충분한 시간  ,"강성태,","다산북스,", 747.5강53ㄱ
2024-05-21 15:54:41,2024-05-28,일반,2024-05-23 13:15:45,0,전기전자공학과,학생,퇴직(졸업),,EM080147,"(민음)세계문학전집  .278,노인과 바다","헤밍웨이, 어니스트","민음사,", 808민68ᄉv.278
2024-05-21 16:03:25,2024-05-28,일반,2024-05-27 17:36:05,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,DV002517,미드나잇 인 파리 [DVD]  ,"앨런, 우디,","캔들미디어 [제작 판매],",DV688.2앨233미
2024-05-21 16:03:47,2024-05-28,일반,2024-06-04 14:58:27,0,전기전자공학과,학생,퇴직(졸업),,DV002370,매직 티팟[DVD ,"모슬리, 라마","아트서비스,",DV688.2모58ㅁ
2024-05-21 16:19:07,2024-05-28,일반,2024-05-27 09:20:20,0,기계공학과,학생,퇴직(졸업),,EM062960,루비레드 = ,서미선.,"마야books,", 813.6서39ᄅ
2024-05-21 16:19:09,2024-05-28,일반,2024-05-27 09:20:20,0,기계공학과,학생,퇴직(졸업),,EM082925,당신의 별이 사라지던 밤:서미애 장편소설 ,서미애,엘릭시르:, 813.6서39ㄷ
2024-05-21 16:19:10,2024-05-28,일반,2024-05-27 09:20:24,0,기계공학과,학생,퇴직(졸업),,EM069212,"홍안의 마제  .1 ,세 명의 신인 ",서대원,"어울림,", 813.6서222ㅎv.1
2024-05-21 16:19:12,2024-05-28,일반,2024-05-27 09:20:21,0,기계공학과,학생,퇴직(졸업),,EM069213,"홍안의 마제  .2 ,어긋난 욕망 ",서대원,"어울림,", 813.6서222ㅎv.2
2024-05-21 16:19:13,2024-05-28,일반,2024-05-27 09:20:23,0,기계공학과,학생,퇴직(졸업),,EM069214,"홍안의 마제  .3 ,되돌아온 덫 ",서대원,"어울림,", 813.6서222ㅎv.3
2024-05-21 16:19:14,2024-05-28,일반,2024-05-24 15:41:48,0,기계공학과,학생,퇴직(졸업),,EM088844,벼락치기 산업안전산업기사 :필기  ,정재수,"세화,", 530.98077정72ㅂ
2024-05-21 17:15:25,2024-05-28,일반,2024-06-02,0,전기전자공학과,학생,휴직(학),,EM069026,이스라엘 로비  ,"미어샤이머, 존 J.","형설라이프,", 349미63ㅇKㄱ
2024-05-21 17:15:43,2024-05-28,일반,2024-06-04,0,전기전자공학과,학생,휴직(학),,EM084328,팩트풀니스:우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ,"로슬링, 한스","김영사,", 331.54로58ㅍKㅇ
2024-05-21 17:16:41,2024-05-28,일반,2024-06-03,0,전기전자공학과,학생,재직(학),,EM088256,"도둑맞은 집중력:집중력 위기의 시대, 삶의 주도권을 되찾는 법 ","하리, 요한","어크로스,", 181.27하239ㄷ
2024-05-21 17:16:42,2024-05-28,일반,2024-05-27,0,전기전자공학과,학생,재직(학),,EM080887,시민의 교양  ,채사장,"웨일북,", 001.3채51ㅅ
2024-05-21 17:17:19,2024-06-05,일반,2024-05-21 17:18:14,0,도서관,직원,퇴직(졸업),,EM088250,루의 실패:강산 만화 ,강산,"이야기장수,",CM813.7강51ㄹ
2024-05-21 17:18:30,2024-05-28,일반,2024-06-04,0,스마트소프트웨어학과,학생,퇴직(졸업),,EM088084,(수제비 2023)정보처리산업기사 실기 ,서용욱,"건기원,", 566.076윤64ㅈ2
2024-05-22 13:37:33,2024-05-29,일반,2024-05-23 11:12:58,0,전기전자공학과,학생,퇴직(졸업),,EM088862,(나만 알고 싶은) 완벽한 기억법 :반복도 필기도 필요 없는 기억력 트레이닝  ,김성준,"팬덤북스,", 181.4김53ㅇ
2024-05-22 13:55:02,2024-05-29,일반,2024-05-29 15:29:02,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,DV001859,시카고 [DVD] ,"마샬, 롭","GreenNarae Media [수입/제조],",DV688.2마52ㅅv.2
2024-05-22 16:18:17,2024-05-29,일반,2024-05-27 13:23:55,0,스마트전기전자공학과,학생,재직(학),,DV000402,매트릭스[DVD] ,"워쇼스키, 앤디.","워너브러더스코리아,",DV688.2워56ㅁ
2024-05-22 16:18:22,2024-05-29,일반,2024-05-27 13:22:50,0,스마트전기전자공학과,학생,재직(학),,EM071595,"바쿠만  .1 ,꿈과 현실 ","Ohba, Tsugumi","대원씨아이,", CM833.6O36ㅂKㅇv.1
2024-05-22 17:06:41,2024-05-29,일반,2024-06-03,0,기계공학과,학생,제적,,EM088135,(2023) SK하이닉스 :고졸 및 전문대졸 신입직원 채용 대비  ,,"서원각,", 325.337취63s
2024-05-22 17:24:22,2024-05-29,일반,2024-05-29 09:29:21,0,스마트전기전자공학과,학생,재직(학),,EM065028,"(민음)세계문학전집  .103,인간 실격",민음사,"민음사,", 808민68ᄉv.103
2024-05-22 17:28:08,2024-05-29,일반,2024-06-04 16:37:29,0,전기전자공학과,학생,퇴직(졸업),,EM087412,어른의 문해력:나도 쓱 읽고 싹 이해하면 바랄 게 없겠네 ,김선영,"블랙피쉬,", 029.4김53ㅇ
2024-05-22 17:48:58,2024-05-29,일반,2024-05-28 13:34:28,0,전기전자공학과,학생,재직(학),,EM086275,(초보자를 위한)전기기초 입문 ,암본양,"성안당,", 560암45ㅈKㅂ
2024-05-22 17:48:58,2024-05-29,일반,2024-05-24 16:26:31,0,전기전자공학과,학생,재직(학),,EM079693,(처음 시작하는) 인텔 갈릴레오 ,"리처드슨, 매트","한빛미디어,", 560리813ㅇKㅇ
2024-05-22 17:48:59,2024-05-29,일반,2024-05-24 16:26:31,0,전기전자공학과,학생,재직(학),,EM027467,전기란 무엇인가 : ,무로오카 요시히로," 電波科學社,", 560무235ㅈKㅈ
2024-05-22 17:48:59,2024-05-29,일반,2024-05-28 13:34:27,0,전기전자공학과,학생,재직(학),,EM086549,"에너지 전환 전력산업의 미래:재생에너지, 분산에너지원, 소비자가 전력산업을 어떻게 바꾸는가? ","시오산시, 페레이둔 P","이모션미디어,", 563.132시65ㅇKㄱ
2024-05-22 17:48:59,2024-05-29,일반,2024-05-28 13:34:28,0,전기전자공학과,학생,재직(학),,EM087096,배터리의 미래:‘자원의 한계’를 넘어 지속가능한 소재를 찾아서 ,"시더, 거브랜드","이음,", 563.9시223ㅂ
2024-05-22 17:52:59,2024-05-29,일반,2024-05-24 16:26:21,0,전기전자공학과,학생,퇴직(졸업),,EM084423,물 만난 물고기 :이찬혁 소설  ,이찬혁,수카 :, 813.7이811ㅁ
2024-05-22 17:53:00,2024-05-29,일반,2024-05-28 12:55:30,0,전기전자공학과,학생,퇴직(졸업),,EM083956,좋다고 하니까 나도 좋다 :나태주 산문집  ,나태주,"서울문화사,", 814.6나832ㅈ
2024-05-22 17:53:00,2024-05-29,일반,2024-05-24 16:26:21,0,전기전자공학과,학생,퇴직(졸업),,EM086255,기린의 심장:이상욱 소설 ,이상욱,"교유서가,", 813.7이51ㄱ
2024-05-22 17:53:00,2024-05-29,일반,2024-05-24 16:26:21,0,전기전자공학과,학생,퇴직(졸업),,EM081466,웬만해선 아무렇지 않다  ,"이기호,","마음산책,", 813.7이19ㅇ
2024-05-22 17:54:22,2024-05-29,일반,2024-05-29 16:05:04,0,전기전자공학과,학생,퇴직(졸업),,EM087409,세상의 마지막 기차역 ,무라세 다케시,"모모,", 833.6무231ㅅKㄱ
2024-05-23 08:58:20,2024-06-07,일반,2024-06-27,20,입학학생처(학생),직원,재직(학),,EM088139,MBTI의 의미 :MBTI는 과학인가  ,박철용,"Haum(하움출판사),", 182.12박813m
2024-05-23 09:02:31,2024-05-30,일반,2024-05-30 09:15:50,0,스마트기계공학과,학생,재직(학),,EM081036,종의 기원  ,정유정,"은행나무,", 813.6정67ㅈ
2024-05-23 10:45:24,2024-05-30,일반,2024-05-28,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,EM033198,진달래꽃 / ,김소월," 미래사,", 811.6김55ㅈ
2024-05-23 11:00:24,2024-05-30,일반,2024-06-05 13:27:55,0,전기전자공학과,학생,재직(학),,EM074046,모킹제이  ,"콜린스, 수잔",북폴리오 :, 843콜239ㅁKㅇ
2024-05-23 11:00:24,2024-05-30,일반,2024-06-05 13:27:55,0,전기전자공학과,학생,재직(학),,EM074045,캣칭 파이어  ,"콜린스, 수잔",북폴리오 :, 843콜239ㅋKㅇ
2024-05-23 12:38:10,2024-05-30,일반,2024-05-30,0,기계공학과,학생,재직(학),,EM080098,오베라는 남자 :프레드릭 배크만 장편소설  ,"배크만, 프레드릭",다산책방 :, 859.7배828ㅇKㅊ
2024-05-23 12:48:29,2024-05-30,일반,2024-06-04,0,스마트소프트웨어학과,학생,재직(학),,EM082451,편하게 읽는 자바 프로그래밍  ,박용우,"노트펍스,", 005.133박66ㅍ
2024-05-23 13:05:19,2024-05-30,일반,2024-05-30 11:29:59,0,전기전자공학과,학생,재직(학),,EM084606,혼자 공부하는 C 언어 ,서현우,"한빛미디어,", 005.133서94ㅎ
2024-05-23 13:31:09,2024-05-30,일반,2024-06-10,4,스마트기계공학과,학생,재직(학),,EM087070,(Win-Q)공조냉동기계기능사:필기 ,허판효,"시대고시기획,", 553.8077허841ㄱ
2024-05-23 13:31:10,2024-05-30,일반,2024-06-10,4,스마트기계공학과,학생,재직(학),,EM087069,(2020)공조냉동기계기능사:실전필기 ,강진규,"구민사,", 553.8077강79ㄱ
2024-05-23 13:31:10,2024-05-30,일반,2024-06-10,4,스마트기계공학과,학생,재직(학),,EM088112,(2023 에듀윌)전기기능사 필기 한권끝장:핵심이론편 + 8개년 기출편 ,유치형,"에듀윌,", 560.77유819ㅈ3
2024-05-23 14:10:24,2024-05-30,일반,2024-05-23,0,기계공학과,학생,퇴직(졸업),,EM088144,2023 에듀윌 산업안전산업기사 :실기  ,최창률 (지은이),"Eduwill(에듀윌),", 530.98077최811ㅇ
2024-05-23 14:15:49,2024-05-30,일반,2024-05-23,0,스마트기계공학과,학생,재직(학),,EM073259,(공학도를 위한) 정역학  ,"Beer, Ferdinand P.","한국맥그로힐,", 530.232한44ㅈc.2
2024-05-23 14:16:06,2024-05-30,일반,2024-05-30,0,스마트기계공학과,학생,재직(학),,EM073258,(공학도를 위한) 정역학  ,"Beer, Ferdinand P.","한국맥그로힐,", 530.232한44ㅈ
2024-05-23 15:24:34,2024-05-30,일반,2024-05-30,0,기계공학과,학생,재직(학),,EM087032,(2021 에듀윌)위험물기능사:실기 2주끝장 ,최창률,"에듀윌,", 530.98077최811ㅇ
2024-05-23 15:32:11,2024-05-30,일반,2024-05-30,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,EM088308,쉽게 배우는 자료구조 with 자바  ,"문병로,","한빛아카데미,", 005.73문44ㅅc.3
2024-05-23 16:51:29,2024-05-30,일반,2024-05-27 09:24:26,0,전기전자공학과,학생,휴직(학),,EM088381,부자아빠의 12가지 플러스 발상 ,김주영,"차림,", 199.1김77ㅂ
2024-05-23 16:51:30,2024-05-30,일반,2024-05-27 09:24:27,0,전기전자공학과,학생,휴직(학),,EM072633,(일생동안 꼭 피해야 할 17가지) 생각의 함정  ,사오유에,"씽크뱅크,", 181.3사65ㅅKㅇ
2024-05-23 16:51:30,2024-05-30,일반,2024-05-27 09:24:27,0,전기전자공학과,학생,휴직(학),,EM083130,멍 때리기의 기적:생각을 멈추고 여유를 찾는 뇌의 비밀 ,"필레이, 스리니","김영사,", 181.3필233ㅁKㅇ
2024-05-23 16:51:30,2024-05-30,일반,2024-05-27 09:24:27,0,전기전자공학과,학생,휴직(학),,EM071075,화내지 않는 연습  ,코이케 류노스케,"21세기북스,", 181.7코69ㅎKㅇ
2024-05-23 16:51:31,2024-05-30,일반,2024-05-27 09:24:27,0,전기전자공학과,학생,휴직(학),,EM085651,그동안 나는 너무 많이 참아왔다:쓸데없이 폭발하지 않고 내 마음부터 이해하는 심리 기술 ,강현식,"생각의길,", 181.71강94ㄱ
2024-05-23 16:51:31,2024-05-30,일반,2024-05-27 09:24:27,0,전기전자공학과,학생,휴직(학),,EM085876,이것이 인공지능이다:하룻밤에 읽는 AI(인공지능)의 모든 것! ,김명락,"슬로디미디어,", 004.73김34ㅇ
2024-05-24 10:12:10,2024-05-31,일반,2024-05-28 13:54:50,0,스마트소프트웨어학과,학생,휴직(학),,EM076533,"(문학동네)세계문학전집  .99,단순한 열정",문학동네,"문학동네,", 808문91ㅁv.99c.2
2024-05-24 12:52:01,2024-05-31,일반,2024-06-09,9,전기전자공학과,학생,재직(학),,EM054433, 역사의 언덕에서: 젊은이에게 들려주는 나의 현대사 체험/  Between and beyond. 3:, 강원용.," 한길사,",  911.07  강67ㅇ v.3
2024-05-24 16:32:37,2024-05-31,일반,2024-05-29 16:05:03,0,전기전자공학과,학생,퇴직(졸업),,EM064163,공부도둑 :한 공부꾼의 자기 이야기 / ,장회익,"생각의나무,", 818장96ᄀ
2024-05-24 16:32:37,2024-05-31,일반,2024-05-29 16:05:04,0,전기전자공학과,학생,퇴직(졸업),,EM083436,러키 서른 쎄븐 ,정새난슬,"한겨레,", 818정52ㄹ
2024-05-24 16:32:37,2024-05-31,일반,2024-05-29 16:05:04,0,전기전자공학과,학생,퇴직(졸업),,EM087746,퇴근길의 마음:나를 잃지 않으면서 꾸준히 일하는 법에 대하여 ,이다혜,"빅피시,", 818이221ㅌ
2024-05-24 16:33:20,2024-05-31,일반,2024-05-28 13:34:28,0,전기전자공학과,학생,재직(학),,EM084423,물 만난 물고기 :이찬혁 소설  ,이찬혁,수카 :, 813.7이811ㅁ
2024-05-24 16:33:20,2024-05-31,일반,2024-05-28 13:34:29,0,전기전자공학과,학생,재직(학),,EM081466,웬만해선 아무렇지 않다  ,"이기호,","마음산책,", 813.7이19ㅇ
2024-05-27 09:21:40,2024-06-03,일반,2024-06-03 10:53:45,0,기계공학과,학생,퇴직(졸업),,EM036959,업무 개혁 성공의 길 / ,모리오카 겐지," 한국표준협회,", 325.41모239ㅇKㅎ
2024-05-27 09:21:41,2024-06-03,일반,2024-06-03 10:53:46,0,기계공학과,학생,퇴직(졸업),,EM063160,성과주의의 허상 / ,다카하시 노부오.,"오즈컨설팅,", 325.3다821ᄉKㅈ
2024-05-27 09:21:43,2024-06-03,일반,2024-06-03 10:53:47,0,기계공학과,학생,퇴직(졸업),,EM086132,가장 단순한 것의 힘:인생을 바꾸는 미니멀워크 ,탁진현,"홍익출판사,", 325.211탁79ㄱ
2024-05-27 09:21:44,2024-06-03,일반,2024-06-03 10:53:48,0,기계공학과,학생,퇴직(졸업),,EM083149,(경험하고 공감하고 같이하는)마케터의 일 ,장인성,"북스톤,", 325.5장69ㅁ
2024-05-27 09:21:46,2024-06-03,일반,2024-06-03 10:53:49,0,기계공학과,학생,퇴직(졸업),,EM086966,그로스 해킹:성장의 시대를 위한 안내서 ,조민희,"디지털북스,", 325.5조39ㄱ
2024-05-27 09:28:35,2024-06-03,일반,2024-06-10,0,전기전자공학과,학생,휴직(학),,EM088277,(Win-Q) 가스기능사 :필기  ,허판효,SD에듀 :, 575.7077허841ㄱ
2024-05-27 09:33:28,2024-06-03,일반,2024-06-10,0,전기전자공학과,학생,휴직(학),,EM085641,나를 인정하지 않는 나에게 ,박예진,"인플루엔셜,", 189.1박64ㄴ
2024-05-27 09:33:29,2024-06-03,일반,2024-06-10,0,전기전자공학과,학생,휴직(학),,EM087156,다정한 것이 살아남는다 ,"헤어, 브라이언",디플롯:, 182.4헤63ㄷKㅇ
2024-05-27 10:30:31,2024-06-03,일반,2024-06-03 14:37:06,0,스마트기계공학과,학생,재직(학),,EM066191,당신 인생의 이야기  ,"창, 테드.","행복한책읽기,", 843창833ᄃKㄱc.2
2024-05-27 10:30:31,2024-06-03,일반,2024-06-02,0,스마트기계공학과,학생,재직(학),,EM087035,"(나합격)위험물기능사:필기+실기+무료동영상 .[1],필기",나합격 콘텐츠 연구소,"삼원북스,", 530.98077나91ㅇv.1
2024-05-27 10:30:31,2024-06-03,일반,2024-05-30 09:15:49,0,스마트기계공학과,학생,재직(학),,EM087947,"칵테일, 러브, 좀비 ",조예은,"안전가옥,", 813.7조64ㅋ
2024-05-27 10:30:31,2024-06-03,일반,2024-06-03 14:37:06,0,스마트기계공학과,학생,재직(학),,EM088322,단 한 사람  ,최진영,"한겨레출판사,", 813.7최79ㄷ
2024-05-27 11:21:46,2024-06-03,일반,2024-06-10 10:55:36,0,전기전자공학과,학생,재직(학),,EM013918, 파운데이션 /   위대한 탄생. 3 : ," 아시모프, 아이작"," 현대정보문화사 , ",  892.83  아59ㅍKㅊ v.3
2024-05-27 11:21:47,2024-06-03,일반,2024-06-10 10:55:37,0,전기전자공학과,학생,재직(학),,EM013916, 파운데이션 /   위험한 서막. 1 : ," 아시모프, 아이작"," 현대정보문화사 , ",  892.83  아59ㅍKㅊ 1
2024-05-27 11:21:47,2024-06-03,일반,2024-06-10 10:55:37,0,전기전자공학과,학생,재직(학),,EM013917, 파운데이션 /   사이보그의 비밀. 2 : ," 아시모프, 아이작"," 현대정보문화사 , ",  892.83  아59ㅍKㅊ v.2
2024-05-27 11:24:52,2024-06-03,일반,2024-05-31 15:00:22,0,전기전자공학과,학생,재직(학),,EM088278,(Win-Q) 위험물 기능사 :실기  ,이덕수,SD에듀 :, 530.98077이223ㅇ
2024-05-27 11:24:52,2024-06-03,일반,2024-05-31 15:00:23,0,전기전자공학과,학생,재직(학),,EM087036,"(나합격)위험물기능사:필기+실기+무료동영상 .[2],실기",나합격 콘텐츠 연구소,"삼원북스,", 530.98077나91ㅇv.2
2024-05-27 13:24:00,2024-06-03,일반,2024-05-31 17:08:13,0,스마트전기전자공학과,학생,재직(학),,EM066626,지구에 하나뿐인 병원  ,"햄린, 캐서린","북스넛,", 844햄239ᄌKㅇ
2024-05-27 13:26:01,2024-06-03,일반,2024-06-03 09:16:23,0,스마트전기전자공학과,학생,재직(학),,EM071596,"바쿠만  .2 ,초콜릿과 아카마루 ","Ohba, Tsugumi","대원씨아이,", CM833.6O36ㅂKㅇv.2
2024-05-27 13:26:40,2024-06-03,일반,2024-06-03 13:04:37,0,전기전자공학과,학생,퇴직(졸업),,EM088058,(2023) PAT 포스코그룹 :인적성검사 통합 기본서  ,에듀윌.,"에듀윌,", 325.337에227p
2024-05-27 15:55:51,2024-06-03,일반,2024-06-03 13:46:23,0,스마트소프트웨어학과,학생,재직(학),,EM088432,"모던 리액트 Deep Dive:리액트의 핵심 개념과 동작 원리부터 Next.js까지, 리액트의 모든 것 ",김용찬,"위키북스,", 005.118김66ㅁ
2024-05-27 15:55:51,2024-06-03,일반,2024-06-03 13:46:16,0,스마트소프트웨어학과,학생,재직(학),,EM087295,(소문난 명강의)소플의 처음 만난 리액트:리액트 기초 개념 정리부터 실습까지 ,이인제,"한빛미디어,", 005.118이69ㅅ
2024-05-27 16:03:55,2024-06-03,일반,2024-06-03 13:40:05,0,전기전자공학과,학생,퇴직(졸업),,EM074152,"바쿠만  .17 ,단발 승부와 1화 완결 ","Ohba, Tsugumi","대원씨아이,", CM833.6O36ㅂKㅇv.17
2024-05-27 16:03:55,2024-06-03,일반,2024-06-03 13:40:05,0,전기전자공학과,학생,퇴직(졸업),,EM084648,"진이, 지니:정유정 장편소설 ",정유정,"은행나무,", 813.6정67지
