대출일자,대출기한,대출유형,반납일자,연체일수,소속,신분,변동,학년,등록번호,서명,저자,출판사,청구기호
2024-03-27 11:09:11,2024-04-03,일반,2024-03-29 12:02:12,0,전기전자공학과,학생,퇴직(졸업),,EM087571,오백 년째 열다섯:김혜정 장편소설 ,김혜정,"위즈덤하우스,", 813.7김94ㅇ
2024-03-27 11:09:13,2024-04-03,일반,2024-03-29 12:02:13,0,전기전자공학과,학생,퇴직(졸업),,EM071023,명탐정 코난  .1 ,Aoyama Gosho,"서울문화사,", CM833.6A638ㅁKㅇv.1
2024-03-27 12:19:58,2024-04-03,일반,2024-04-01 12:14:15,0,기계공학과,학생,퇴직(졸업),,EM087480,중쇄를 찍자! .5,마츠다 나오코,"문학동네,",CM833.6마818ㅈKㅈ5v.5
2024-03-27 12:19:59,2024-04-03,일반,2024-04-01 12:14:17,0,기계공학과,학생,퇴직(졸업),,EM069219,흑집사 .1 ,"Toboso, Yana","학산문화사,", CM833.6T629ㅎKㅅv.1
2024-03-27 12:20:00,2024-04-03,일반,2024-04-01 12:14:18,0,기계공학과,학생,퇴직(졸업),,EM069220,흑집사 .2 ,"Toboso, Yana","학산문화사,", CM833.6T629ㅎKㅅv.2
2024-03-27 12:20:01,2024-04-03,일반,2024-04-01 12:14:19,0,기계공학과,학생,퇴직(졸업),,EM069221,흑집사 .3 ,"Toboso, Yana","학산문화사,", CM833.6T629ㅎKㅅv.3
2024-03-27 12:49:07,2024-04-03,일반,2024-04-03,0,스마트소프트웨어학과,학생,퇴직(졸업),,EM086929,언리얼 엔진 게임 개발 프로젝트:언리얼 엔진 4와 C++를 활용해 첫 게임을 제작하고 아이디어 실현하기 ,"포지, 하마드","에이콘출판,", 005.11포79ㅇKㅈ
2024-03-27 13:34:42,2024-04-11,일반,2024-04-11 13:47:11,0,산학융복합교육센터,직원,퇴직(졸업),,EM086861,"물고기는 존재하지 않는다:상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기 ","밀러, 룰루","곰,", 404밀233ㅁKㅈ
2024-03-27 13:34:42,2024-04-11,일반,2024-04-11 13:47:11,0,산학융복합교육센터,직원,퇴직(졸업),,EM088723,슈퍼노멀:폭발적 성과를 만드는 평범한 사람들 ,주언규,웅진지식하우스:, 325.211주63ㅅ
2024-03-27 13:34:42,2024-04-11,일반,2024-04-11 13:47:11,0,산학융복합교육센터,직원,퇴직(졸업),,EM079034,보헤미안 랩소디 :정재민 장편소설  ,정재민,"나무옆의자,", 813.7정72ㅂ
2024-03-27 13:35:19,2024-04-03,일반,2024-03-29 13:01:46,0,전기전자공학과,학생,휴직(학),,EM077003,(최준식 교수의 삶과 죽음 이야기)죽음학 개론  ,최준식,"모시는사람들,", 001.3최77ㅈv.1
2024-03-27 13:41:12,2024-04-03,일반,2024-03-29 13:01:47,0,전기전자공학과,학생,휴직(학),,EM088104,(그림과 작동 원리로 쉽게 이해하는)웹의 기초:웹의 전체 구조와 기술이 한눈에 들어오는 핵심 입문서 ,코바야시 쿄헤이,"위키북스,", 005.118코41ㅇKㄱ
2024-03-27 13:41:13,2024-04-03,일반,2024-03-29 13:01:46,0,전기전자공학과,학생,휴직(학),,EM084928,(Do it!)첫 코딩:보통 사람이 알아야 할 프로그래밍 기초 with 자바 ,정동균,"이지스퍼블리싱,", 005.1정225ㄷ
2024-03-27 13:41:13,2024-04-03,일반,2024-03-29 13:01:46,0,전기전자공학과,학생,휴직(학),,EM085541,(가장 쉬운)AI 입문서 ,오니시 가나코,"아티오,", 004.73오219ㅇKㅈ
2024-03-27 14:29:50,2024-04-03,일반,2024-04-09 11:30:45,0,스마트기계공학과,학생,재직(학),,EM064822,(공업역학)정역학  ,"Hibbeler, R. C.","피어슨에듀케이션코리아,", 530.232H624ㅈKㅈ
2024-03-27 14:35:01,2024-04-03,일반,2024-03-29 12:23:15,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,EM088116,,,"한빛미디어,",
2024-03-27 15:27:10,2024-04-03,일반,2024-04-03 17:24:18,0,전기전자공학과,학생,퇴직(졸업),,EM071604,"바쿠만  .10 ,표현력과 상상력 ","Ohba, Tsugumi","대원씨아이,", CM833.6O36ㅂKㅇv.10
2024-03-27 15:27:10,2024-04-03,일반,2024-04-03 17:24:19,0,전기전자공학과,학생,퇴직(졸업),,EM073403,"바쿠만  .13 ,애독자와 첫눈에 반한 사랑 ","Ohba, Tsugumi","대원씨아이,", CM833.6O36ㅂKㅇv.13
2024-03-27 15:27:10,2024-04-03,일반,2024-04-03 17:24:19,0,전기전자공학과,학생,퇴직(졸업),,EM071603,"바쿠만  .9 ,재능과 자존심 ","Ohba, Tsugumi","대원씨아이,", CM833.6O36ㅂKㅇv.9
2024-03-27 15:27:10,2024-04-03,일반,2024-04-03 17:24:19,0,전기전자공학과,학생,퇴직(졸업),,EM071606,"바쿠만  .12 ,화가와 만화가 ","Ohba, Tsugumi","대원씨아이,", CM833.6O36ㅂKㅇv.12
2024-03-27 15:27:11,2024-04-03,일반,2024-04-03 17:24:20,0,전기전자공학과,학생,퇴직(졸업),,EM071605,"바쿠만  .11 ,제목과 캐릭터 디자인 ","Ohba, Tsugumi","대원씨아이,", CM833.6O36ㅂKㅇv.11
2024-03-27 15:52:41,2024-04-03,일반,2024-05-26,53,기계공학과,학생,휴직(학),,EM084480,리부팅 :지친 &apos;나&apos;를 채우는 재충전의 기술  ,전옥표,"중앙books,", 325.211전65ㄹ
2024-03-27 15:53:09,2024-04-03,일반,2024-05-26,53,기계공학과,학생,휴직(학),,EM082808,운명을 바꾸는 노트의 힘 :적는 대로 이루어진다  ,홍현수,"북포스,", 325.211홍94ㅇ
2024-03-27 16:54:29,2024-04-03,일반,2024-04-03,0,스마트기계공학과,학생,재직(학),,EM085953,"파이썬 증권 데이터 분석:파이썬 입문, 웹 스크레이핑, 트레이딩 전략, 자동 매매, 딥러닝을 이용한 주가 예측까지 ",김황후,"한빛미디어,", 005.135김96ㅍ
2024-03-27 17:22:33,2024-04-03,일반,2024-04-02 16:47:06,0,기계공학과,학생,재직(학),,EM087079,(Win-Q)가스기능사:필기 단기완성 ,허판효,"시대고시기획,", 575.7077허841ㄱ
2024-03-27 17:34:03,2024-04-03,일반,2024-05-06,33,전기전자공학과,학생,휴직(학),,EM074267,머스커레이드 호텔 :히가시노 게이고 장편소설  ,히가시노 게이고,"현대문학,", 833.6히11ㅁKㅇ
2024-03-27 17:53:46,2024-04-03,일반,2024-04-04,1,스마트소프트웨어학과,학생,재직(학),,EM080146,"(민음)세계문학전집  .61,이방인","카뮈, 알베르","민음사,", 808민68ᄉv.266
2024-03-27 17:53:46,2024-04-03,일반,2024-04-04,1,스마트소프트웨어학과,학생,재직(학),,EM084991,당신이 옳다 :정혜신의 적정심리학  ,정혜신,"해냄출판사,", 199.1정94ㄷ
2024-03-27 18:01:05,2024-04-03,일반,2024-03-27,0,스마트기계공학과,학생,재직(학),,EM087014,(2022 에듀윌)전기기능사:필기 ,유치형,"에듀윌,", 560.77유819ㅈ
2024-03-28 11:23:33,2024-04-04,일반,2024-04-04 11:23:13,0,스마트소프트웨어학과,학생,제적,,EM023997, 원미동 사람들 /  , 양귀자," 文學과知性社 , ",  813.6  양17ㅇ
2024-03-28 12:38:10,2024-04-04,일반,2024-04-03 13:21:57,0,전기전자공학과,학생,재직(학),,EM086721,나혼자 C언어 ,이창현,"디지털북스,", 005.133이811ㄴ
2024-03-28 13:01:34,2024-04-04,일반,2024-04-01 15:21:39,0,전기전자공학과,학생,휴직(학),,EM084765,창조하는 뇌 :뇌과학자와 예술가가 함께 밝혀낸 인간 창의성의 비밀  ,"이글먼, 데이비드,","쌤앤파커스,", 181.53이18ㅊKㅇ
2024-03-28 13:01:34,2024-04-04,일반,2024-04-01 15:21:39,0,전기전자공학과,학생,휴직(학),,EM087367,감정 어휘:모호한 감정을 선명하게 밝혀 내 삶을 살게 해주는 말 공부 ,유선경,"앤의서재,", 802.56유53ㄱ
2024-03-28 13:15:42,2024-04-04,일반,2024-04-04 15:44:57,0,스마트소프트웨어학과,학생,재직(학),,EM088725,AI 2024:트렌드 & 활용백과 ,김덕진,"스마트북스,", 004.73김223ㅇ
2024-03-28 14:20:11,2024-04-04,일반,2024-04-02 12:58:12,0,전기전자공학과,학생,재직(학),,EM063381,(위치우위의)중국문화기행 / 1,위치우위.,"미래인,", 912위819ㅈKㅇv.1
2024-03-28 14:20:12,2024-04-04,일반,2024-04-02 12:58:12,0,전기전자공학과,학생,재직(학),,EM063382,(위치우위의)중국문화기행 / 2,위치우위.,"미래인,", 912위819ㅈKㅇv.2
2024-03-28 14:20:12,2024-04-04,일반,2024-04-02 12:58:11,0,전기전자공학과,학생,재직(학),,EM049215, 유목민 이야기: 바람에 새겨진 역사  , 김종래," 자우출판,",  912.6  김75ㅇ
2024-03-28 14:20:13,2024-04-04,일반,2024-04-02 12:58:11,0,전기전자공학과,학생,재직(학),,EM078775,(대학생을 위한) 5분 인성교육  ,이행우,"내하출판사,", 199.5이925
2024-03-28 14:20:13,2024-04-04,일반,2024-04-02 12:58:12,0,전기전자공학과,학생,재직(학),,EM050660, 중국의 몰락  ," 창, 고든 G."," 뜨인돌,",  912.004 참15ㅈ
2024-03-28 16:40:04,2024-04-04,일반,2024-04-11 10:56:19,0,전기전자공학과,학생,재직(학),,EM062011,아발론 연대기 / 마법사 멀린.01 :,"마르칼, 장.","북스피어,", 863마238ᄋKㄱv.1
2024-03-28 17:02:10,2024-04-04,일반,2024-04-04 12:26:37,0,스마트소프트웨어학과,학생,재직(학),,EM088827,영어책 한 권 외워봤니?:딱 한 권만 넘으면 영어 울렁증이 사라진다 ,김민식,"위즈덤하우스,", 740김39ㅇ
2024-03-28 17:18:26,2024-04-04,일반,2024-04-03 16:30:29,0,스마트기계공학과,학생,재직(학),,EM085862,(Win-Q) 용접기능사 :특수용접기능사 포함  ,홍순규,"시대고시기획,", 581.52077홍57ㅇ
2024-03-28 17:18:26,2024-04-04,일반,2024-04-03 16:30:30,0,스마트기계공학과,학생,재직(학),,EM087070,(Win-Q)공조냉동기계기능사:필기 ,허판효,"시대고시기획,", 553.8077허841ㄱ
2024-03-28 17:18:27,2024-04-04,일반,2024-04-03 16:30:29,0,스마트기계공학과,학생,재직(학),,EM087013,(2022)전기기능사 필기 단기완성:신출제경향+KEC 적용 ,김대범,"시대고시기획,", 560.77김222ㅈ
2024-03-28 17:18:27,2024-04-04,일반,2024-04-03 16:29:32,0,스마트기계공학과,학생,재직(학),,EM088389,2024 전기기능사 필기 ,검정연구회,"동일,", 560.77검73이
2024-03-28 17:50:12,2024-04-04,일반,2024-04-07,0,스마트소프트웨어학과,학생,퇴직(졸업),,EM088055,(2023 시나공) 정보처리산업기사 필기 :기본서  ,김정준,"길벗,", 004.077김73ㅈ
2024-03-29 10:03:35,2024-04-05,일반,2024-04-11 15:30:44,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,EM088500,(고시넷 대기업) 포스코 생산기술직 온라인 인적성검사 :최신 기출유형 모의고사  ,고시넷.,"Gosinet(고시넷),", 325.337고59ㅍc.3
2024-03-29 12:26:33,2024-04-05,일반,2024-04-05 15:04:34,0,스마트소프트웨어학과(심화),학생,퇴직(졸업),,EM088063,(취업과 이직을 위한) 프로그래머스 코딩 테스트 문제 풀이 전략 .자바 편 ,김현이,"길벗,", 005.133김94ㅍc.2
2024-03-29 13:02:04,2024-04-05,일반,2024-04-01 13:20:32,0,전기전자공학과,학생,휴직(학),,EM077003,(최준식 교수의 삶과 죽음 이야기)죽음학 개론  ,최준식,"모시는사람들,", 001.3최77ㅈv.1
2024-03-29 13:05:29,2024-04-05,일반,2024-04-01 13:20:33,0,전기전자공학과,학생,휴직(학),,EM086717,(스마트경영정보시스템을 위한)C# 프로그래밍 기초와 실무 ,박창목,"황소걸음 아카데미,", 005.13박811ㅆ
2024-03-29 13:05:29,2024-04-05,일반,2024-04-01 13:20:33,0,전기전자공학과,학생,휴직(학),,EM085878,(수학과 함께하는)AI 기초 ,이비에스,"한국교육방송공사,", 004.73이49ㅇ
2024-03-29 13:05:29,2024-04-05,일반,2024-04-01 13:20:33,0,전기전자공학과,학생,휴직(학),,EM086013,칼퇴를 부르는 파워포인트 실무 테크닉 105  ,이희정,"Jpub(제이펍),", 005.55이98ㅋc.2
2024-03-29 13:05:30,2024-04-05,일반,2024-04-01 13:20:32,0,전기전자공학과,학생,휴직(학),,EM087899,개발자 원칙:테크 리더 9인이 말하는 더 나은 개발자로 살아가는 원칙과 철학 ,강대명,"골든래빗,", 005.104박53ㄱ
2024-03-29 14:20:05,2024-04-05,일반,2024-04-01 15:30:45,0,전기전자공학과,학생,퇴직(졸업),,EM082136,악의 해부 :나치 전범들의 심리분석  ,"Dimsdale, Joel E.,","에이도스,", 364.45D582ㅇKㅂ
2024-03-29 14:20:07,2024-04-05,일반,2024-04-01 15:30:43,0,전기전자공학과,학생,퇴직(졸업),,EM087527,"너의 초록으로, 다시:나태주 한서형 향기시집 ",나태주,"더블북,", 811.62나832ㄴ
2024-03-29 14:20:08,2024-04-05,일반,2024-04-01 15:30:41,0,전기전자공학과,학생,퇴직(졸업),,EM084654,태고의 시간들:올가 토카르축 장편소설 ,"토카르축, 올가","은행나무,", 892.95토821ㅌKㅊ
2024-03-29 15:00:58,2024-04-05,일반,2024-04-01 10:57:42,0,스마트기계공학과,학생,재직(학),,EM088000,모순 :양귀자 장편소설  ,양귀자,"쓰다,", 813.6양17ㅁ
2024-03-29 15:00:58,2024-04-05,일반,2024-04-05 15:22:46,0,스마트기계공학과,학생,재직(학),,EM088323,고통에 관하여 ,정보라,"다산책방,", 813.7정45ㄱ
2024-03-29 16:30:01,2024-04-05,일반,2024-04-03,0,전기전자공학과,학생,퇴직(졸업),,EM087006,환경기능사:필기·실기 ,전화택,"구민사,", 539.9077전96ㅎ
2024-03-29 16:30:34,2024-04-05,일반,2024-04-03,0,스마트전기전자공학과,학생,재직(학),,EM087080,(2020 나합격)가스기능사:필기X실기X무료동영상 .1:필기,이윤기,"삼원북스,", 575.7077이67ㄱv.1
2024-03-29 16:53:38,2024-04-05,일반,2024-04-17,5,스마트전기전자공학과,학생,재직(학),,EM084131,CATIA V5-3d:실기·실무 ,이영숙,"예문사,", 551.151이64ㅋ
2024-04-01 10:53:49,2024-04-08,일반,2024-04-08,0,스마트소프트웨어학과,학생,퇴직(졸업),,EM075614,당신은 전략가입니까  ,"몽고메리, 신시아 A.",웅진씽크빅 :, 325.21몽15ㄷKㅇ
2024-04-01 10:57:57,2024-04-08,일반,2024-04-08 14:36:15,0,스마트기계공학과,학생,재직(학),,EM088032,쿼런틴 ,김상훈,"허블,", 843.6김51ㅋ
2024-04-01 12:15:22,2024-04-08,일반,2024-04-03 12:17:52,0,기계공학과,학생,퇴직(졸업),,EM071319,일상 .1 ,아라이 케이이치,"대원씨아이,", CM833.6아231ㅇKㄱv.1
2024-04-01 12:15:23,2024-04-08,일반,2024-04-03 12:17:53,0,기계공학과,학생,퇴직(졸업),,EM071320,일상 .2 ,아라이 케이이치,"대원씨아이,", CM833.6아231ㅇKㄱv.2
2024-04-01 12:15:25,2024-04-08,일반,2024-04-03 12:17:54,0,기계공학과,학생,퇴직(졸업),,EM071321,일상 .3 ,아라이 케이이치,"대원씨아이,", CM833.6아231ㅇKㄱv.3
2024-04-01 12:15:26,2024-04-08,일반,2024-04-03 12:17:55,0,기계공학과,학생,퇴직(졸업),,EM071322,일상 .4 ,아라이 케이이치,"대원씨아이,", CM833.6아231ㅇKㄱv.4
2024-04-01 12:15:27,2024-04-08,일반,2024-04-03 12:17:56,0,기계공학과,학생,퇴직(졸업),,EM071323,일상 .5 ,아라이 케이이치,"대원씨아이,", CM833.6아231ㅇKㄱv.5
2024-04-01 13:21:39,2024-04-08,일반,2024-04-04 09:32:09,0,전기전자공학과,학생,휴직(학),,EM077003,(최준식 교수의 삶과 죽음 이야기)죽음학 개론  ,최준식,"모시는사람들,", 001.3최77ㅈv.1
2024-04-01 14:21:46,2024-04-16,일반,2024-04-17,1,산학협력단,직원,퇴직(졸업),,EM087807,참 괜찮은 태도:15년 동안 길 위에서 만난 수많은 사람들에게 배운 삶의 의미 ,박지현,"메이븐,", 818박79ㅊ
2024-04-01 14:23:31,2024-04-16,일반,2024-04-11 13:47:25,0,산학협력단,직원,퇴직(졸업),,EM071673,왜 일하는가  ,이나모리 가즈오,"서돌,", 325.04이211ㅇKㅅ
2024-04-01 15:22:14,2024-04-08,일반,2024-04-17 15:51:17,2,스마트전기전자공학과,학생,재직(학),,EM082963,부자 아빠 가난한 아빠:20주년 특별 기념판 ,"기요사키, 로버트 T.","민음인,", 327.83기66ㅂKㅇ
2024-04-01 15:22:27,2024-04-08,일반,2024-04-08 13:34:59,0,전기전자공학과,학생,휴직(학),,EM087472,공감은 지능이다:신경과학이 밝힌 더 나은 삶을 사는 기술 ,"자키, 자밀","심심,", 181.7자829ㄱKㅈ
2024-04-01 15:35:07,2024-04-08,일반,2024-04-02 16:43:58,0,전기전자공학과,학생,퇴직(졸업),,EM082478,사랑의 생애 :이승우 장편소설  ,"이승우,",예담 :, 813.7이58ㅅ
2024-04-01 15:35:09,2024-04-08,일반,2024-04-02 16:43:54,0,전기전자공학과,학생,퇴직(졸업),,EM088622,동물을 위한 정의:번영하는 동물의 삶을 위한 우리 공동의 책임 ,"누스바움, 마사 C.","알레,", 194.9누58ㄷ
2024-04-01 15:35:11,2024-04-08,일반,2024-04-02 16:43:56,0,전기전자공학과,학생,퇴직(졸업),,EM088610,세상은 이야기로 만들어졌다 :신화·거짓말·유토피아  ,"El Ouassil, Samira,","원더박스,", 001.3E48세
2024-04-01 17:45:27,2024-04-08,일반,2024-04-07,0,스마트소프트웨어학과,학생,재직(학),,EM082451,편하게 읽는 자바 프로그래밍  ,박용우,"노트펍스,", 005.133박66ㅍ
2024-04-02 10:00:23,2024-04-09,일반,2024-04-15 13:21:33,0,스마트전기전자공학과,학생,퇴직(졸업),,EM088797,위험물산업기사 실기 2024 ,여승훈,"BM성안당 ,", 530.98077여58ㅇ
2024-04-02 10:36:01,2024-04-09,일반,2024-04-16 10:50:08,0,스마트전기전자공학과,학생,재직(학),,EM051425, 대화의 기술 ," 데일, 폴렛"," 푸른숲,",  331.18 데69ㄷKㅈ
2024-04-02 13:02:34,2024-04-09,일반,2024-04-04 09:32:09,0,전기전자공학과,학생,휴직(학),,EM081251,1등의 독서법 :세계를 지배하는 0.1 퍼센트 인재들의 비밀  ,이해성,"미다스북스,", 029.4이921
2024-04-02 13:02:34,2024-04-09,일반,2024-04-04 09:32:10,0,전기전자공학과,학생,휴직(학),,EM081560,1만 권 독서법 :인생은 책을 얼마나 읽었느냐에 따라 달라진다  ,인나미 아스시,"위즈덤하우스,", 029.4인2111Kㅈ
2024-04-02 13:02:35,2024-04-09,일반,2024-04-04 09:32:10,0,전기전자공학과,학생,휴직(학),,EM036076,디지탈 논리회로 / ,김영민," 21세기사,", 569.3김64ㄷ
2024-04-02 13:03:14,2024-04-09,일반,2024-04-04 09:31:47,0,전기전자공학과,학생,재직(학),,EM086525,드론 새로운 세상을 만나다 :드론 베이직 매뉴얼  ,"장성기,","크라운출판사,", 559.34469장53ㄷ
2024-04-02 13:03:15,2024-04-09,일반,2024-04-04 09:31:48,0,전기전자공학과,학생,재직(학),,EM086526,드론의 기술  ,최준호,"홍릉과학출판사,", 559.34469최77ㄷ
2024-04-02 13:03:15,2024-04-09,일반,2024-04-04 09:31:48,0,전기전자공학과,학생,재직(학),,EM088268,픽스호크 드론의 정석  ,김지연,"BM성안당,", 559.34469김79ㅍ
2024-04-02 13:03:16,2024-04-09,일반,2024-04-04 09:31:49,0,전기전자공학과,학생,재직(학),,EM072563,"(과학으로 만드는) 비행기 :쉽게 풀어 쓴 비행기와 공기, 그리고 항공역학 이야기  ",박영기,"지성사,", 558.3344박64ㅂ
2024-04-02 13:17:47,2024-04-09,일반,2024-04-24,8,전기전자공학과,학생,재직(학),,EM087210,"디지털 논리회로:이론, 실습, 시뮬레이션 ",임석구,"한빛아카데미,", 566.36임53디
2024-04-02 13:17:48,2024-04-09,일반,2024-04-05 12:58:18,0,전기전자공학과,학생,재직(학),,EM080616,자기 결정 :행복하고 존엄한 삶은 내가 결정하는 삶이다  ,"비에리, 페터,","은행나무,", 165.7비63ㅈKㅁ
2024-04-02 13:17:48,2024-04-09,일반,2024-04-05 12:58:19,0,전기전자공학과,학생,재직(학),,EM087710,마흔에 읽는 니체 :지금 이순간을 살기 위한 철학 수업  ,장재형,유노북스 :, 165.77장72ㅁ
2024-04-02 13:17:48,2024-04-09,일반,2024-04-05 12:58:19,0,전기전자공학과,학생,재직(학),,EM048638, 오 고독이여  , 니체," 범우사 , ",  165.77  니813ㅇKㅊ
2024-04-02 13:22:11,2024-04-09,일반,2024-04-24,8,전기전자공학과,학생,재직(학),,EM087687,AutoCAD 2022 ,양해정,"기전연구사,", 551.151이17a
2024-04-02 14:46:59,2024-04-09,일반,2024-04-08 16:13:01,0,기계공학과,학생,재직(학),,EM081768,불안하면 지금 시작하라  ,이상룡,"북플라자,", 199.5이51ㅂ
2024-04-02 14:47:22,2024-04-09,일반,2024-04-08 16:13:42,0,기계공학과,학생,재직(학),,EM079183,CATIA DMU Kinematics simulation book :V5 release 21  ,김동주,"청담북스,", 551.151김225c
2024-04-02 16:00:46,2024-06-03,일반,2024-06-03,0,산학협력단,교원(전임),재직(학),,EM064872,"太白山脈 .3,제1부 한의 모닥불 ",조정래,"해냄,", 813.6조73ᄐv.3
2024-04-02 16:00:47,2024-06-03,일반,2024-06-03,0,산학협력단,교원(전임),재직(학),,EM070288,"太白山脈 .1,제1부 한의 모닥불 ",조정래,"해냄,", 813.6조73ᄐv.1c.2
2024-04-02 16:00:47,2024-06-03,일반,2024-06-03,0,산학협력단,교원(전임),재직(학),,EM064873,"太白山脈 .4,제2부 민중의 불꽃 ",조정래,"해냄,", 813.6조73ᄐv.4
2024-04-02 16:00:48,2024-06-03,일반,2024-06-03,0,산학협력단,교원(전임),재직(학),,EM064874,"太白山脈 .5,제2부 민중의 불꽃 ",조정래,"해냄,", 813.6조73ᄐv.5
2024-04-02 16:00:48,2024-06-03,일반,2024-06-03,0,산학협력단,교원(전임),재직(학),,EM064871,"太白山脈 .2,제1부 한의 모닥불 ",조정래,"해냄,", 813.6조73ᄐv.2
2024-04-02 16:27:30,2024-04-09,일반,2024-04-15 12:03:44,0,스마트소프트웨어학과,학생,재직(학),,EM084204,(프로그래밍 대회에서 배우는)알고리즘 문제 해결 전략 .1,구종만,"인사이트,", 005.1구75ㅇv.1
2024-04-02 16:27:31,2024-04-09,일반,2024-04-15 12:03:44,0,스마트소프트웨어학과,학생,재직(학),,EM087731,면접을 위한 CS 전공지식 노트 ,주홍철,"길벗,", 005.138주95ㅁ
2024-04-02 16:28:43,2024-04-17,일반,2024-04-16 17:32:25,0,AI·DX 센터,직원,재직(학),,EM088830,(프롬프트 엔지니어링으로) 인공지능 제대로 일 시키기  ,조우진,"Jpub(제이펍),", 004.73조67ㅇ
2024-04-02 16:28:43,2024-04-17,일반,2024-04-16 17:32:26,0,AI·DX 센터,직원,재직(학),,EM088832,(된다!)하루 만에 끝내는 챗GPT 활용법 ,프롬프트 크리에이터,"이지스퍼블리싱,", 004.73프235ㅎ
2024-04-02 16:28:44,2024-04-17,일반,2024-04-16 17:32:26,0,AI·DX 센터,직원,재직(학),,EM088829,프롬프트 엔지니어링 교과서:바로 써먹는 챗GPT 프롬프트 12기법 ,서승완,"애드앤미디어,", 004.73서58ㅍ
2024-04-02 16:28:44,2024-04-17,일반,2024-04-16 17:32:26,0,AI·DX 센터,직원,재직(학),,EM088828,"프롬프트 엔지니어링 :챗GPT, 바드, 빙, 하이퍼클로바X까지 한 권으로 끝내기  ","반병현,",생능북스 :, 004.73반44ㅍ
2024-04-02 16:28:44,2024-04-17,일반,2024-04-16 17:32:25,0,AI·DX 센터,직원,재직(학),,EM088831,"(쉽고 빠르게 익히는) 실전 LLM :ChatGPT활용부터 LLM 파인튜닝, 임베딩, 고급 프롬프트 엔지니어링까지  ","Ozdemir, Sinan","한빛미디어,", 004.73O99실
2024-04-02 16:33:12,2024-04-09,일반,2024-04-03 11:53:05,0,전기전자공학과,학생,퇴직(졸업),,EM055508,만화로 읽는 史記 .6:손자병법(하),쿠보타 센타로.,"황금가지,", CM912쿠45ㅁKㅇv.6
2024-04-02 16:33:13,2024-04-09,일반,2024-04-03 11:53:05,0,전기전자공학과,학생,퇴직(졸업),,EM055506,만화로 읽는 史記 .4:손자병법(상),쿠보타 센타로.,"황금가지,", CM912쿠45ㅁKㅇv.4
2024-04-02 16:33:13,2024-04-09,일반,2024-04-03 11:53:04,0,전기전자공학과,학생,퇴직(졸업),,EM055507,만화로 읽는 史記 .5:손자병법(중),쿠보타 센타로.,"황금가지,", CM912쿠45ㅁKㅇv.5
2024-04-02 16:46:48,2024-04-09,일반,2024-04-09 16:59:06,0,전기전자공학과,학생,퇴직(졸업),,EM084570,별똥별이 떨어지는 그곳에서 기다려 .1,만물상,"재미주의,",CM818만37ㅂ1v.1
2024-04-02 16:46:50,2024-04-09,일반,2024-04-09 16:59:09,0,전기전자공학과,학생,퇴직(졸업),,EM084571,별똥별이 떨어지는 그곳에서 기다려 .2,만물상,"재미주의,",CM818만37ㅂ2v.2
2024-04-02 16:46:52,2024-04-09,일반,2024-04-09 16:59:11,0,전기전자공학과,학생,퇴직(졸업),,EM084997,기묘한 병 백과  ,도밍,위즈덤하우스 :, 818도39ㄱ
2024-04-02 16:46:54,2024-04-09,일반,2024-04-09 16:59:01,0,전기전자공학과,학생,퇴직(졸업),,EM078715,쓰잘데없이 고귀한 것들의 목록 :도정일 산문집  ,"도정일,","문학동네,", 818도73ㅆ
2024-04-02 16:46:56,2024-04-09,일반,2024-04-09 16:59:04,0,전기전자공학과,학생,퇴직(졸업),,EM087568,마음을 업데이트할 시간입니다:흔들리는 마음으로 살아가는 당신에게 ,남궁원,"모모북스,", 818남17ㅁ
2024-04-02 17:23:36,2024-04-09,일반,2024-04-10,0,스마트소프트웨어학과,학생,휴직(학),,EM066122,위저드 베이커리  ,구병모,"창비,", 813.6구44ᄋ
2024-04-03 12:19:16,2024-04-10,일반,2024-04-09 10:37:56,0,기계공학과,학생,퇴직(졸업),,EM087398,고민의 답 ,글배우,"강한별,", 199.1글42ㄱ
2024-04-03 12:19:18,2024-04-10,일반,2024-04-09 10:37:55,0,기계공학과,학생,퇴직(졸업),,EM050493, 느낌 좋은 사람들의 99가지 공통점  , 사이토 시게타," 지식여행,",  199.1  사69ㄴKㅇ
2024-04-03 12:19:20,2024-04-10,일반,2024-04-09 10:37:53,0,기계공학과,학생,퇴직(졸업),,EM031429,아침의 차한잔이 인생을 결정한다 / ,"베네트, 아놀드"," 매일경제신문사,", 199.1베213ㅇKㅎ
2024-04-03 12:19:21,2024-04-10,일반,2024-04-09 10:37:52,0,기계공학과,학생,퇴직(졸업),,EM086965,기분이 태도가 되지 않으려면 ,나겨울,"떠오름,", 181.71나14ㄱ
2024-04-03 12:19:22,2024-04-10,일반,2024-04-09 10:37:51,0,기계공학과,학생,퇴직(졸업),,EM085619,심리 브레이크:SBS FM 최화정의 파워타임 ,김은선,"책만드는집,", 181.71김68ㅅ
2024-04-03 13:22:18,2024-04-10,일반,2024-04-09 13:38:35,0,전기전자공학과,학생,재직(학),,EM086721,나혼자 C언어 ,이창현,"디지털북스,", 005.133이811ㄴ
2024-04-03 16:30:43,2024-04-10,일반,2024-04-21,4,스마트기계공학과,학생,재직(학),,EM088389,2024 전기기능사 필기 ,검정연구회,"동일,", 560.77검73이
